Id,SalePrice
1461,119334.54591
1462,156939.462491
1463,189271.753253
1464,200065.29759
1465,203612.186075
1466,175912.319639
1467,173458.27069
1468,172567.398443
1469,191205.47648
1470,133208.371121
1471,181421.636638
1472,100728.614039
1473,104331.931736
1474,143817.717175
1475,108534.324812
1476,381474.472933
1477,272316.950264
1478,311633.701935
1479,300128.335075
1480,444143.06065
1481,315190.416237
1482,218020.313001
1483,173794.535732
1484,168782.533367
1485,195207.365493
1486,197921.208299
1487,333073.803009
1488,237355.969466
1489,218279.090236
1490,239248.158451
1491,196426.348051
1492,91927.1096247
1493,201563.938036
1494,314897.31686
1495,293489.704633
1496,232868.624812
1497,168557.850835
1498,173702.740283
1499,171699.326992
1500,172969.531085
1501,189923.987228
1502,162893.523231
1503,302294.075784
1504,237971.365668
1505,218948.379265
1506,190160.840454
1507,241100.401739
1508,209681.361683
1509,148818.891118
1510,154236.547487
1511,147010.56441
1512,171786.885705
1513,130050.292256
1514,154427.031935
1515,191720.360385
1516,147030.105489
1517,167099.613806
1518,127806.777216
1519,209342.78438
1520,135765.57304
1521,134183.33734
1522,184683.420621
1523,107973.855315
1524,113404.826134
1525,116760.62491
1526,113012.671815
1527,113899.054177
1528,117266.8484
1529,150668.434027
1530,201669.286918
1531,156692.736063
1532,100824.392185
1533,145801.038173
1534,123775.578779
1535,141748.305751
1536,102849.672495
1537,76572.1551952
1538,172121.533267
1539,211552.530311
1540,100444.495353
1541,139490.65218
1542,134198.536829
1543,170558.046387
1544,85041.1437905
1545,121723.885968
1546,147439.971776
1547,141474.19016
1548,125083.695685
1549,125486.145734
1550,156006.095803
1551,110053.041574
1552,152284.477886
1553,147781.557003
1554,119446.485735
1555,169768.708965
1556,86159.7012709
1557,95963.1886025
1558,106167.630051
1559,96445.5752966
1560,126840.269533
1561,116648.673104
1562,138813.772796
1563,131105.592899
1564,168837.871755
1565,172059.72033
1566,236373.268442
1567,77343.3418819
1568,245880.635645
1569,171491.315473
1570,146360.989724
1571,108784.501962
1572,139207.311208
1573,278893.110815
1574,120459.524811
1575,247107.023481
1576,240527.282539
1577,211125.944503
1578,141610.761647
1579,157808.656245
1580,190782.927279
1581,166760.133163
1582,125957.256685
1583,281703.168839
1584,226166.705174
1585,153035.492584
1586,65364.7864412
1587,107030.81264
1588,158390.43447
1589,97565.2276881
1590,124667.808026
1591,96858.0247024
1592,124389.001675
1593,135267.319682
1594,143050.100046
1595,124789.896086
1596,228625.070537
1597,182408.256122
1598,196671.135758
1599,187586.222738
1600,175954.203592
1601,68450.5128999
1602,122603.12792
1603,75572.8606187
1604,273852.335846
1605,241846.176807
1606,152121.856942
1607,157589.202162
1608,228503.462194
1609,199359.703605
1610,160987.697213
1611,141320.412592
1612,185061.262911
1613,173135.876624
1614,147262.095827
1615,98576.7797766
1616,77447.6697949
1617,94496.2053392
1618,120972.370193
1619,148611.924084
1620,146016.751978
1621,140514.958457
1622,144465.732232
1623,262464.167857
1624,221954.371071
1625,112613.826895
1626,183856.178052
1627,193199.693203
1628,278495.024473
1629,176149.217044
1630,300911.105974
1631,230361.289481
1632,232742.590433
1633,180927.978723
1634,195035.770894
1635,187429.390418
1636,158684.078888
1637,185968.339419
1638,188070.255345
1639,176697.3688
