Id,SalePrice
1461,120210.63982
1462,159510.644788
1463,190439.37125
1464,200133.308326
1465,203484.763255
1466,175977.427955
1467,172168.867165
1468,172637.974417
1469,190942.556933
1470,134190.55263
1471,181293.219112
1472,100507.367855
1473,104409.120678
1474,143800.666873
1475,108481.207554
1476,381558.343756
1477,272301.186645
1478,311680.640305
1479,300043.846342
1480,444078.853543
1481,315230.071562
1482,217951.732306
1483,173722.528176
1484,168732.859645
1485,195168.547631
1486,197966.920961
1487,333088.344087
1488,237249.965634
1489,217712.280573
1490,238835.122349
1491,196432.762506
1492,91777.2535501
1493,201512.602379
1494,314706.73186
1495,293563.702561
1496,232226.247866
1497,169994.530182
1498,174989.587776
1499,172816.00369
1500,174402.412836
1501,188798.668033
1502,162112.369895
1503,304278.917151
1504,237669.967091
1505,218505.973169
1506,189993.629453
1507,240928.661838
1508,209762.788249
1509,147929.521807
1510,154510.85241
1511,147085.052887
1512,172427.678377
1513,132580.719005
1514,154774.501373
1515,191045.595781
1516,147105.301743
1517,165383.023874
1518,127889.706368
1519,208398.316602
1520,136470.586975
1521,134668.958402
1522,184257.924115
1523,107947.794757
1524,113812.545818
1525,116127.704308
1526,113141.130047
1527,114119.072347
1528,116816.652001
1529,150627.004643
1530,202011.378301
1531,156798.883358
1532,101052.891001
1533,144559.650406
1534,123868.246833
1535,141952.826144
1536,103050.594913
1537,76857.0339658
1538,170748.655532
1539,210409.663441
1540,100672.075558
1541,139684.276145
1542,134560.923489
1543,169723.36733
1544,86071.4932881
1545,122501.083533
1546,147169.268373
1547,141145.103511
1548,125275.027263
1549,125667.114462
1550,156806.904554
1551,110253.970002
1552,151791.662523
1553,146818.906652
1554,118836.662342
1555,169899.006032
1556,86777.8136319
1557,96116.2880074
1558,106847.983098
1559,95505.4017237
1560,126704.916586
1561,116835.865214
1562,138527.43195
1563,130956.0482
1564,168796.151229
1565,173064.915541
1566,236283.740582
1567,77141.4116839
1568,245851.745355
1569,169876.891887
1570,147343.41706
1571,109627.619888
1572,139324.239152
1573,278952.353666
1574,120323.431719
1575,247563.475898
1576,240780.51886
1577,211083.11335
1578,141417.304784
1579,158049.326652
1580,190845.549831
1581,167691.891316
1582,126767.601081
1583,281700.750718
1584,226188.132593
1585,152890.776222
1586,65333.9084062
1587,107910.977791
1588,159122.664339
1589,97920.9869507
1590,124268.746094
1591,97893.4667801
1592,125344.740559
1593,135107.228601
1594,143350.853166
1595,124786.908741
1596,228601.769623
1597,182305.952203
1598,196521.771421
1599,187374.375895
1600,175854.763661
1601,68767.0091602
1602,123800.572742
1603,76699.586382
1604,273927.480694
1605,241955.720023
1606,150855.39128
1607,157734.361186
