Id,SalePrice
1461,119795.147418
1462,155306.905534
1463,188046.041213
1464,198177.97389
1465,204861.807659
1466,174119.016897
1467,173743.100205
1468,170378.545367
1469,192422.111678
1470,132668.155221
1471,178693.92898
1472,100148.097016
1473,103115.66816
1474,143529.03587
1475,108059.534479
1476,387575.849997
1477,276255.927102
1478,315964.669117
1479,301973.763415
1480,452254.321336
1481,317445.144362
1482,217119.030037
1483,172159.917065
1484,167099.545535
1485,194076.331112
1486,195809.007631
1487,336467.719277
1488,238513.461618
1489,221300.602316
1490,241426.785563
1491,195650.921606
1492,92402.5748864
1493,202915.697216
1494,318603.401732
1495,296488.83221
1496,234054.090478
1497,168106.449792
1498,173978.104737
1499,171218.160796
1500,172307.485257
1501,190419.692512
1502,161570.525757
1503,302853.27416
1504,238994.668392
1505,219845.345296
1506,190807.556029
1507,241177.36772
1508,212965.850434
1509,149265.231462
1510,153259.240421
1511,146378.758561
1512,172165.696876
1513,130524.875636
1514,153548.357627
1515,193267.274328
1516,145174.077751
1517,165558.36348
1518,126069.030651
1519,208917.662564
1520,133945.31572
1521,132344.276191
1522,184898.006128
1523,107321.759728
1524,113838.85371
1525,116095.178928
1526,111865.516155
1527,114302.371511
1528,116046.969363
1529,152219.553066
1530,203964.388765
1531,153814.086911
1532,99895.7963691
1533,146095.869197
1534,124240.356
1535,139945.51272
1536,102348.932801
1537,76130.6760242
1538,173945.293321
1539,215674.288377
1540,98379.9804585
1541,141321.750131
1542,137018.084851
1543,172162.170208
1544,85059.4874034
1545,122635.180058
1546,149523.494907
1547,141952.074367
1548,127034.762065
1549,126856.966957
1550,157223.498482
1551,108514.60991
1552,151938.426188
1553,148917.780775
1554,119632.243165
1555,167796.549959
1556,81002.112169
1557,96737.8927492
1558,103971.048156
1559,94657.4114377
1560,124254.243742
1561,113360.991239
1562,137551.906586
1563,131010.753221
1564,169439.061042
1565,171861.665025
1566,239109.381853
1567,75899.5600385
1568,245503.660359
1569,172514.798869
1570,144791.692916
1571,105632.192129
1572,138387.715884
1573,284022.721479
1574,119626.981406
1575,249607.172819
1576,240100.904715
1577,210388.373451
1578,143124.749402
1579,157702.983325
1580,190400.704241
1581,166388.509364
1582,126868.746576
1583,282630.313493
1584,225648.780456
1585,150803.514689
1586,63787.6867748
1587,107178.640167
1588,158948.726358
1589,96791.9311567
1590,123941.740833
1591,94111.1478386
1592,122353.335643
1593,136289.563659
1594,146645.62543
1595,124567.940885
1596,230968.70855
1597,183093.286143
1598,196954.535574
1599,187215.715307
1600,174351.497158
1601,67418.4859997
1602,122549.169837
1603,70657.1124942
1604,273925.555798
1605,242042.803857
1606,152367.009126
1607,155138.678643
1608,226706.868466
1609,197526.234862
1610,159076.074364
1611,139940.289438
1612,183964.562358
1613,171914.495133
1614,146933.151767
1615,97916.9842135
1616,75281.3527382
1617,92671.3876429
1618,121154.938885
1619,148896.106874
1620,144267.366896
1621,138986.572871
1622,142176.248755
1623,264189.151383
1624,219869.773994
1625,111566.797903
1626,182743.695431
1627,192116.052391
1628,279612.056157
1629,175766.758492
1630,305408.577782
1631,233305.647941
1632,235015.97369
1633,180232.396599
1634,194014.016419
1635,186049.838574
1636,156535.588986
1637,186392.450664
1638,186698.566073
1639,176165.591393
1640,229671.743417
1641,176149.932783
1642,258409.440093
1643,216805.164367
1644,229635.585401
1645,212021.73652
1646,166034.81295
1647,150910.813203
1648,131729.606575
1649,147971.404488
1650,124531.905644
1651,123041.224712
1652,105529.756361
1653,107933.640303
1654,142632.118847
1655,132294.793809
1656,142450.424311
1657,149356.423667
1658,155640.875693
1659,114033.358325
1660,165127.828427
1661,393548.631218
1662,351674.462713
1663,359108.990909
1664,432049.052624
1665,321431.992579
1666,321952.155923
1667,337593.093917
1668,348660.837205
1669,316208.506604
1670,345997.048948
1671,252517.688211
1672,374372.447398
1673,325395.550523
1674,250498.259717
1675,202097.946487
1676,207927.151571
1677,213900.565085
1678,440736.427179
1679,358530.988249
1680,320170.549904
1681,274429.771777
1682,310584.649357
1683,192645.155843
1684,180582.715621
1685,188283.71708
1686,173834.550455
1687,168455.844246
1688,195832.428405
1689,200008.963764
1690,203011.858107
1691,199231.980783
1692,269624.753417
1693,177874.4646
1694,189186.541215
1695,162043.973138
1696,268332.470072
1697,168151.021507
1698,344834.542323
1699,325464.278107
1700,260895.719938
1701,267819.821018
1702,234686.113873
1703,240566.07997
1704,266090.117334
1705,250452.045282
1706,275822.619393
1707,212664.037001
1708,197359.332386
1709,266253.657596
1710,222413.214325
1711,279786.399563
1712,243373.164801
1713,266781.164687
1714,212185.834043
1715,206300.355627
1716,175823.056918
1717,179939.700427
1718,136204.992316
1719,209018.154503
1720,234500.626098
1721,157193.099092
1722,122961.159949
1723,156559.063455
1724,213582.217261
1725,242014.529629
1726,191820.318085
1727,165258.114638
1728,175966.643603
1729,170034.01013
1730,156604.731231
1731,120628.922034
1732,128546.309847
1733,118639.436598
1734,122291.514805
1735,129015.485994
1736,103369.097048
1737,289446.305289
1738,252748.24236
1739,238972.304301
1740,215050.384324
1741,196433.976074
1742,177950.638842
1743,178854.179123
1744,314889.101054
1745,212720.321493
1746,194275.59286
1747,213396.73474
1748,201249.893603
1749,146585.605747
1750,122122.174942
1751,234705.010054
1752,120015.128083
1753,148048.176557
1754,197542.978067
1755,167322.200634
1756,143196.351125
1757,116802.285846
1758,168370.448471
1759,160361.096468
1760,169895.487456
1761,165629.2664
1762,179608.699896
1763,188590.050583
1764,120761.972218
1765,154427.67067
1766,185396.871871
1767,207424.253691
1768,145126.263795
1769,164933.329406
1770,155386.95911
1771,129167.749732
1772,134280.77081
1773,143240.404362
1774,149147.290432
1775,139381.104786
1776,127277.568476
1777,105894.893703
1778,149633.82267
1779,133530.844318
1780,157748.007363
1781,126034.281984
1782,95707.345176
1783,166122.575951
1784,124725.583632
1785,130294.48427
1786,147547.299956
1787,166218.885105
1788,66498.3930901
1789,103215.356172
1790,102122.642664
1791,170355.355653
1792,151471.053966
1793,121351.525628
1794,160423.728073
1795,129528.854701
1796,147707.204588
1797,114537.546452
1798,130298.56078
1799,110062.127043
1800,140637.660178
1801,132493.939158
1802,127859.85491
1803,153780.661036
1804,141460.887109
1805,135149.578766
1806,114391.6753
1807,133609.338561
1808,119349.392784
1809,129327.052471
1810,151484.855527
1811,87094.9643794
1812,95005.659533
1813,126441.103683
1814,98728.4583294
1815,49198.1019941
1816,86581.0779146
1817,128778.171146
1818,162769.948479
1819,133644.47192
1820,41733.5762756
1821,111573.846365
1822,164296.909533
1823,39467.4495965
1824,128579.640359
1825,146672.390457
1826,109434.067882
1827,104767.960196
1828,141481.368212
1829,117528.505305
1830,137028.94929
1831,128672.275694
1832,67871.4348584
1833,146957.052344
1834,115564.114397
1835,98597.6854593
1836,112159.200934
1837,96020.2393237
1838,107547.204056
1839,115709.370734
1840,177165.189223
1841,118224.528188
1842,109888.658464
1843,145106.912957
1844,148917.489586
1845,153233.221098
1846,155481.677986
1847,184180.966322
1848,65299.1891052
1849,112532.566892
1850,116720.694002
1851,140822.292039
1852,135186.72967
1853,141070.999472
1854,170643.468892
1855,157376.307707
1856,222998.978662
1857,141963.946623
1858,120507.96467
1859,116696.311911
1860,149737.012054
1861,116159.422754
1862,252801.88969
1863,241624.349447
1864,241635.514667
1865,355673.429719
1866,336551.834099
1867,226892.301823
1868,279192.616904
1869,208916.717806
1870,233024.111201
1871,270231.402998
1872,191603.920879
1873,244488.11385
1874,158945.542303
1875,192351.038676
1876,202171.029776
1877,202023.978282
1878,207569.357302
1879,140184.779141
1880,126024.390761
1881,243247.305988
1882,237401.43324
1883,178912.369451
1884,191254.423224
1885,225760.082359
1886,271072.034785
1887,217392.515797
1888,258709.974798
1889,183164.879017
1890,108262.174893
1891,126422.114988
1892,103917.170454
1893,125040.445493
1894,133170.991263
1895,139578.581298
1896,132846.514047
1897,144256.270713
1898,111308.22862
1899,135617.5082
1900,155191.588476
1901,179814.308369
1902,157835.566626
1903,187044.833464
1904,158517.076319
1905,191399.622992
1906,145253.279808
1907,212595.348498
1908,104030.338036
1909,141691.003559
1910,123871.273415
